"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10232","Login com sucesso","","Fri Feb 20 23:25:42 UTC 2026","passed","Fri Feb 20 23:25:52 UTC 2026","","Login no sistema","Login com sucesso",""
